id_smart;name;description;cod_cat_n1_smt;categoria_nivel_1;cod_cat_n2_smt;categoria_nivel_2;marca;formato;precio;image1;image2;image3;empresa;name_tottus;score_tottus;marca_tottus;formato_tottus;precio_tottus;name_lider;score_lider;marca_lider;formato_lider;precio_lider;name_jumbo;score_jumbo;marca_jumbo;formato_jumbo;precio_jumbo;flag_mmpp
L5001857;Waffle Tradicional Belga., 1 Un;Waffle Belga Tradicional Bakeri, 90g;PYP_001;Panadería y Pastelería;PAS_001;Pastelería;bakeri;1 un;990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4433761a.jpg]&sink;;;Lider;;;;;;waffle tradicional belga 1 bakeri 1;95.0;bakeri;1 un;990.0;;;;;;0
L5001858;Volcán De Chocolate Belga 2Un., 180 g;Volcanes de Chocolate Refrigerados Chocolate Bakerí, 180g;PYP_001;Panadería y Pastelería;PAS_001;Pastelería;bakeri;180 g;3390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4433764a.jpg]&sink;;;Lider;;;;;;volcán chocolate belga 2un 180 g bakeri 180 g;95.0;bakeri;180 g;3390.0;;;;;;0
L5003145;Hamburguesa de Merluza, 100 g;no info;C_001;Congelados;HYC_001;Hamburguesas y Churrascos;el golfo;100 g;1190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4438509a.jpg]&sink;;;Lider;;;;;;hamburguesa merluza 100 g golfo 100 g;95.0;el golfo;100 g;1190.0;;;;;;0
L5004061;Galletas Pack Vainilla, 216 g;Pack 6 x Galletas Vainilla Oreo, 216g;DYD_001;Desayunos y Dulces;GYC_001;Galletas y Colaciones Dulces;oreo;216 g;2010.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4441926a.jpg]&sink;;;Lider;;;;;;galletas pack vainilla 216 g oreo 216 g;95.0;oreo;216 g;2010.0;;;;;;0
L5004207;Base de Lentajas, 500 g;Lentejas Congeladas Frutos de Maipo, 500g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;500 g;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442331a.jpg]&sink;;;Lider;;;;;;base lentajas 500 g frutos maipo 500 g;95.0;frutos del maipo;500 g;2490.0;;;;;;0
L5004209;Choclo en Trozos, 350 g;Choclo Congelado En Trozo Frutos Del Maipo, 350g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;350 g;2190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442334a.jpg]&sink;;;Lider;;;;;;choclo trozos 350 g frutos maipo 350 g;95.0;frutos del maipo;350 g;2190.0;;;;;;0
L5004211;Mix Oriental, 350 g;Mix Oriental Brócoli, Coliflor y Zanahoria Frutos Del Maipo, 350g;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;frutos del maipo;350 g;1990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442337a.jpg]&sink;;;Lider;;;;;;mix oriental 350 g frutos maipo 350 g;95.0;frutos del maipo;350 g;1990.0;;;;;;0
L5004217;Helado Banana Split, 900 ml;Helado Banana Split Bravissimo, 900ml;C_001;Congelados;H_001;Helados;bravissimo;900 ml;5490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442363a.jpg]&sink;;;Lider;;;;;;helado banana split 900 ml bravissimo 900 ml;95.0;bravissimo;900 ml;5490.0;;;;;;0
L5004218;Helado Cookies And Cream, 900 ml;no info;C_001;Congelados;H_001;Helados;bravissimo;900 ml;5490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442366a.jpg]&sink;;;Lider;;;;;;helado cookies and cream 900 ml bravissimo 900 ml;95.0;bravissimo;900 ml;5490.0;;;;;;0
L5004219;Helado Mousse De Manjar, 900 ml;Helado Mousse de Manjar Bravissimo, 900ml;C_001;Congelados;H_001;Helados;bravissimo;900 ml;5490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442369a.jpg]&sink;;;Lider;;;;;;helado mousse manjar 900 ml bravissimo 900 ml;95.0;bravissimo;900 ml;5490.0;;;;;;0
L5004220;Helado Gran Duke, 900 ml;no info;C_001;Congelados;H_001;Helados;bravissimo;900 ml;5490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442372a.jpg]&sink;;;Lider;;;;;;helado gran duke 900 ml bravissimo 900 ml;95.0;bravissimo;900 ml;5490.0;;;;;;0
L5004314;Helado Sabor Chocolate Almendra, 1 kg;Paleta de Helado Chocolate & Almendras Palettas, 5Unidades;C_001;Congelados;H_001;Helados;palettas;1 kg;4390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442813a.jpg]&sink;;;Lider;;;;;;helado sabor chocolate almendra 1 kg palettas 1 kg;95.0;palettas;1 kg;4390.0;;;;;;0
L5004315;Helado Dulce De Leche, 58 g;Paleta de Helado Dulce de Leche Palettas, 290g;C_001;Congelados;H_001;Helados;palettas;58 g;4390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442816a.jpg]&sink;;;Lider;;;;;;helado dulce leche 58 g palettas 58 g;95.0;palettas;58 g;4390.0;;;;;;0
L5004316;Helado Sabor Limón Menta Gengibre, 48 g;Paleta de Helado Limón, Menta & Jengibre Palettas, 240g;C_001;Congelados;H_001;Helados;palettas;48 g;4390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442819a.jpg]&sink;;;Lider;;;;;;helado sabor limón menta gengibre 48 g palettas 48 g;95.0;palettas;48 g;4390.0;;;;;;0
L5004317;Multipalettas, 504 g;no info;C_001;Congelados;H_001;Helados;palettas;504 g;5990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442822a.jpg]&sink;;;Lider;;;;;;multipalettas 504 g palettas 504 g;95.0;palettas;504 g;5990.0;;;;;;0
L5004318;Pote Volcán De Chcolate, 1 L;Pote de Helado Volcán de Chocolate Palettas, 1lt;C_001;Congelados;H_001;Helados;palettas;1 l;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442825a.jpg]&sink;;;Lider;;;;;;pote volcán chcolate 1 l palettas 1 l;95.0;palettas;1 l;6490.0;;;;;;0
L5004319;Helado Sabor Maní Con Caramelo Pote, 1 L;Helado Pote Peanut Caramel Palettas, 1lt;C_001;Congelados;H_001;Helados;palettas;1 l;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442829a.jpg]&sink;;;Lider;;;;;;helado sabor maní caramelo pote 1 l palettas 1 l;95.0;palettas;1 l;6490.0;;;;;;0
L5004320;Helado Frutos Del Bosque Pote, 1 L;Pote de Helado Frutos Del Bosque Palettas, 1lt;C_001;Congelados;H_001;Helados;palettas;1 l;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442833a.jpg]&sink;;;Lider;;;;;;helado frutos bosque pote 1 l palettas 1 l;95.0;palettas;1 l;6490.0;;;;;;0
L5004321;Helado Lucuma Dulce De Leche Pote, 1 L;no info;C_001;Congelados;H_001;Helados;palettas;1 l;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442836a.jpg]&sink;;;Lider;;;;;;helado lucuma dulce leche pote 1 l palettas 1 l;95.0;palettas;1 l;6490.0;;;;;;0
L5004322;Helado Sabor Dulce De Leche, 1 L;Pote de Helado Dulce de Leche Palettas, 1lt;C_001;Congelados;H_001;Helados;palettas;1 l;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4442839a.jpg]&sink;;;Lider;;;;;;helado sabor dulce leche 1 l palettas 1 l;95.0;palettas;1 l;6490.0;;;;;;0
L5004481;Vino Carmenere 13.5°, 750 ml;Vino Tinto Deep Carmenere Diablo, 750cc;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;diablo;750 ml;7790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4443393a.jpg]&sink;;;Lider;;;;;;vino carmenere 135° 750 ml diablo 750 ml;95.0;diablo;750 ml;7790.0;;;;;;0
L5004482;Vino Cabernet Sauvignon 13.5°, 750 ml;Vino Tinto Cabernet Sauvignon Patagonia, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;patagonia;750 ml;9290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4443396a.jpg]&sink;;;Lider;;;;;;vino cabernet sauvignon 135° 750 ml patagonia 750 ml;95.0;patagonia;750 ml;9290.0;;;;;;0
L5004483;Vino Carmenere 13.5°, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;patagonia;750 ml;9290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4443399a.jpg]&sink;;;Lider;;;;;;vino carmenere 135° 750 ml patagonia 750 ml;95.0;patagonia;750 ml;9290.0;;;;;;0
L5004645;Vino Aliwen Free Alcohol Cabernet Sauvignon, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;undurraga;750 ml;4690.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444031a.jpg]&sink;;;Lider;;;;;;vino aliwen free alcohol cabernet sauvignon 750 ml undurraga 750 ml;95.0;undurraga;750 ml;4690.0;;;;;;0
L5004646;Vino Th Carignan 13°Botella, 750 ml;Vino Tinto Terroir Hunter Carignan Undurraga, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;undurraga;750 ml;11890.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444034a.jpg]&sink;;;Lider;;;;;;vino th carignan 13°botella 750 ml undurraga 750 ml;95.0;undurraga;750 ml;11890.0;;;;;;0
L5004647;Vino Cabernet Sauvignon, 750 ml;Vino Tinto Gran Reserva Cabernet Sauvignon Oveja Negra, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;oveja negra;750 ml;5190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444037a.jpg]&sink;;;Lider;;;;;;vino cabernet sauvignon 750 ml oveja negra 750 ml;95.0;oveja negra;750 ml;5190.0;;;;;;0
L5004648;Oveja Negra Gran Reserva Carmenere, 750 ml;Vino Tinto Gran Reserva Carmenere Oveja Negra, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;oveja negra;750 ml;5190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444040a.jpg]&sink;;;Lider;;;;;;oveja negra gran reserva carmenere 750 ml oveja negra 750 ml;95.0;oveja negra;750 ml;5190.0;;;;;;0
L5004649;Vino Red Blend, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;oveja negra;750 ml;5190.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444043a.jpg]&sink;;;Lider;;;;;;vino red blend 750 ml oveja negra 750 ml;95.0;oveja negra;750 ml;5190.0;;;;;;0
L5004659;Pizza Jamon Champiñon, 460 g;no info;C_001;Congelados;CC_001;Comidas Congeladas;sadia;460 g;3990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444075a.jpg]&sink;;;Lider;;;;;;pizza jamon champiñon 460 g sadia 460 g;95.0;sadia;460 g;3990.0;;;;;;0
L5004660;Pizza Chorizo, 460 g;Pizza Congelada Caja Chorizo Sadia, 460g;C_001;Congelados;CC_001;Comidas Congeladas;sadia;460 g;3990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4444078a.jpg]&sink;;;Lider;;;;;;pizza chorizo 460 g sadia 460 g;95.0;sadia;460 g;3990.0;;;;;;0
L5005314;Espumante Brut Diva 12°, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;diva;750 ml;5290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4446440a.jpg]&sink;;;Lider;;;;;;espumante brut diva 12° 750 ml diva 750 ml;95.0;diva;750 ml;5290.0;;;;;;0
L5005315;Espumante Moscato 12°, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;diva;750 ml;5290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4446443a.jpg]&sink;;;Lider;;;;;;espumante moscato 12° 750 ml diva 750 ml;95.0;diva;750 ml;5290.0;;;;;;0
L5005316;Espumante Demi Sec 12°, 750 ml;no info;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;diva;750 ml;5290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4446446a.jpg]&sink;;;Lider;;;;;;espumante demi sec 12° 750 ml diva 750 ml;95.0;diva;750 ml;5290.0;;;;;;0
L5005499;Vino Grand Cru Limari 15º, 750 ml;Vino Tinto Grand Cru Limarí Caballo Loco, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;caballo loco;750 ml;27890.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447068a.jpg]&sink;;;Lider;;;;;;vino grand cru limari 15º 750 ml caballo loco 750 ml;95.0;caballo loco;750 ml;27890.0;;;;;;0
L5005500;Vino Grand Cru Sagrada Familia 15º, 750 ml;Vino Tinto Grand Cru Sagrada Familia 2020 Caballo Loco, 750ml;BYL_001;Bebidas y Licores;VYE_001;Vinos y Espumantes;caballo loco;750 ml;27890.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447071a.jpg]&sink;;;Lider;;;;;;vino grand cru sagrada familia 15º 750 ml caballo loco 750 ml;95.0;caballo loco;750 ml;27890.0;;;;;;0
L5005507;Barras de Cereal Proteina Maní, 200 g;Barra con Proteínas Maní Caramelo Vivo, 200g;DYD_001;Desayunos y Dulces;CER_001;Cereales;vivo;200 g;5390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447088a.jpg]&sink;;;Lider;;;;;;barras cereal proteina maní 200 g vivo 200 g;95.0;vivo;200 g;5390.0;;;;;;0
L5005510;Barras de Cereal Proteina Chocolate, 200 g;Barras con Proteínas Chocolate Vivo, 200g;DYD_001;Desayunos y Dulces;CER_001;Cereales;vivo;200 g;5390.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447091a.jpg]&sink;;;Lider;;;;;;barras cereal proteina chocolate 200 g vivo 200 g;95.0;vivo;200 g;5390.0;;;;;;0
L5005633;Kombucha Cero Sabor Arándano, 355 ml;no info;BYL_001;Bebidas y Licores;J_001;Jugos;kombuchacha;355 ml;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447301a.jpg]&sink;;;Lider;;;;;;kombucha cero sabor arándano 355 ml kombuchacha 355 ml;95.0;kombuchacha;355 ml;2490.0;;;;;;0
L5005634;Kombucha Cero Sabor Cedrón, 355 ml;no info;BYL_001;Bebidas y Licores;J_001;Jugos;kombuchacha;355 ml;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4447304a.jpg]&sink;;;Lider;;;;;;kombucha cero sabor cedrón 355 ml kombuchacha 355 ml;95.0;kombuchacha;355 ml;2490.0;;;;;;0
L5006222;Sofrito Con Ajo, 150 g;no info;C_001;Congelados;VYF_001;Verduras y Frutas Congeladas;lider;150 g;530.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4449489a.jpg]&sink;;;Lider;;;;;;sofrito ajo 150 g lider 150 g;95.0;lider;150 g;530.0;;;;;;1
L5006854;Arena Sanitaria para Gatos Aglutinante con Aroma a Talco de Bebé Bolsa, 9 Kg;no info;MAS_001;Mascotas;G_001;Gato;traper;9 kg;15250.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4451933a.jpg]&sink;;;Lider;;;;;;arena sanitaria gatos aglutinante aroma talco bebé bolsa 9 kg traper 9 kg;95.0;traper;9 kg;15250.0;;;;;;0
L5006855;Arena Sanitaria para Gatos Aglutinante con Aroma a Lavanda Bolsa, 9 Kg;no info;MAS_001;Mascotas;G_001;Gato;traper;9 kg;15250.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4451936a.jpg]&sink;;;Lider;;;;;;arena sanitaria gatos aglutinante aroma lavanda bolsa 9 kg traper 9 kg;95.0;traper;9 kg;15250.0;;;;;;0
L646210;Refresco Libre de Azúcar Sabor Frutilla, 7 g;Jugo en Polvo 0% Azúcar Frutilla Livean, 7g;BYL_001;Bebidas y Licores;J_001;Jugos;livean;7 g;225.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4453a-1.jpg]&sink;;;Lider;;;;;;refresco libre azúcar sabor frutilla 7 g livean 7 g;95.0;livean;7 g;225.0;;;;;;0
L5008150;Decoración Choco Crunch, 80 g;Decoración Cereal de Arroz Bañado Choco Crunch Gourmet, 80g;PYP_001;Panadería y Pastelería;R_001;Repostería;gourmet;80 g;1350.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4456884a.jpg]&sink;;;Lider;;;;;;decoración choco crunch 80 g gourmet 80 g;95.0;gourmet;80 g;1350.0;;;;;;0
L5008151;Decoraciones Sirenas, 80 g;Decoración de Azúcar Sirenas Gourmet, 80g;PYP_001;Panadería y Pastelería;R_001;Repostería;gourmet;80 g;2850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4456887a.jpg]&sink;;;Lider;;;;;;decoraciones sirenas 80 g gourmet 80 g;95.0;gourmet;80 g;2850.0;;;;;;0
L5008152;Decoraciones Unicornios, 80 g;Decoración de Azúcar Unicornios Gourmet, 80g;PYP_001;Panadería y Pastelería;R_001;Repostería;gourmet;80 g;2850.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4456890a.jpg]&sink;;;Lider;;;;;;decoraciones unicornios 80 g gourmet 80 g;95.0;gourmet;80 g;2850.0;;;;;;0
L5008467;Snack Perro Adulto Dentastix Raza Grande Bolsa, 3 Un;no info;MAS_001;Mascotas;PE_001;Perro;pedigree;3 un;2090.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458011a.jpg]&sink;;;Lider;;;;;;snack perro adulto dentastix raza grande bolsa 3 pedigree 3;95.0;pedigree;3 un;2090.0;;;;;;0
L5008468;Toallitas Húmedas Hipoalergénicas para Mascotas, 70 Un;no info;MAS_001;Mascotas;G_001;Gato;buddy pet;70 un;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458014a.jpg]&sink;;;Lider;;;;;;toallitas húmedas hipoalergénicas mascotas 70 buddy pet 70;95.0;buddy pet;70 un;2490.0;;;;;;0
L5008468;Toallitas Húmedas Hipoalergénicas para Mascotas, 70 Un;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;70 un;2490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458014a.jpg]&sink;;;Lider;;;;;;toallitas húmedas hipoalergénicas mascotas 70 buddy pet 70;95.0;buddy pet;70 un;2490.0;;;;;;0
L5008469;Pads de Entrenamiento para Perro con Carbon Activo XL 90x60 cm, 30 Un;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;30 un;11990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458017a.jpg]&sink;;;Lider;;;;;;pads entrenamiento perro carbon activo xl 90x60 cm 30 buddy pet 30;95.0;buddy pet;30 un;11990.0;;;;;;0
L5008470;Cristales Sanitarios para Gatos Silica Gel Bolsa, 2 Kg;no info;MAS_001;Mascotas;G_001;Gato;buddy pet;2 kg;10990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458020a.jpg]&sink;;;Lider;;;;;;cristales sanitarios gatos silica gel bolsa 2 kg buddy pet 2 kg;95.0;buddy pet;2 kg;10990.0;;;;;;0
L5008471;Snack Perro Adulto Natural Mix Tiritas Pato con Manzana y Cordero con Cranberries, 60 g;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;60 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458023a.jpg]&sink;;;Lider;;;;;;snack perro adulto natural mix tiritas pato manzana cordero cranberries 60 g buddy pet 60 g;95.0;buddy pet;60 g;1490.0;;;;;;0
L5008472;Snack Perro Adulto Natural Mix Tiritas Pollo con Goji Berries y Salmon con Zanahoria, 60 g;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;60 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458026a.jpg]&sink;;;Lider;;;;;;snack perro adulto natural mix tiritas pollo goji berries salmon zanahoria 60 g buddy pet 60 g;95.0;buddy pet;60 g;1490.0;;;;;;0
L5008473;Snack Cachorro Natural Rollitos Pato con Propoleo, 60 g;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;60 g;1490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458029a.jpg]&sink;;;Lider;;;;;;snack cachorro natural rollitos pato propoleo 60 g buddy pet 60 g;95.0;buddy pet;60 g;1490.0;;;;;;0
L5008474;Galletas Gato Catnip y Atún Bolsa, 65 g;no info;MAS_001;Mascotas;G_001;Gato;buddy pet;65 g;1590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458032a.jpg]&sink;;;Lider;;;;;;galletas gato catnip atún bolsa 65 g buddy pet 65 g;95.0;buddy pet;65 g;1590.0;;;;;;0
L5008475;Galletas Gato Catnip y Pollo Bolsa, 65 g;no info;MAS_001;Mascotas;G_001;Gato;buddy pet;65 g;1590.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458035a.jpg]&sink;;;Lider;;;;;;galletas gato catnip pollo bolsa 65 g buddy pet 65 g;95.0;buddy pet;65 g;1590.0;;;;;;0
L5008476;Snack Perro Adulto Trutros de Pato con Huesitos de Calcio Bolsa, 100 g;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;100 g;2790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458038a.jpg]&sink;;;Lider;;;;;;snack perro adulto trutros pato huesitos calcio bolsa 100 g buddy pet 100 g;95.0;buddy pet;100 g;2790.0;;;;;;0
L5008477;Snack Perro Adulto Alitas de Pollo con Huesitos de Calcio Bolsa, 100 g;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;100 g;2790.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458041a.jpg]&sink;;;Lider;;;;;;snack perro adulto alitas pollo huesitos calcio bolsa 100 g buddy pet 100 g;95.0;buddy pet;100 g;2790.0;;;;;;0
L5008480;Shampoo para Perros Repelente con Aloe Vera Aroma Eucaliptus Botella, 300 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;300 ml;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458050a.jpg]&sink;;;Lider;;;;;;shampoo perros repelente aloe vera aroma eucaliptus botella 300 ml buddy pet 300 ml;95.0;buddy pet;300 ml;2990.0;;;;;;0
L5008481;Shampoo para Perros 2 en 1 con Balsamo Aroma Vainilla Botella, 300 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;300 ml;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458053a.jpg]&sink;;;Lider;;;;;;shampoo perros 2 1 balsamo aroma vainilla botella 300 ml buddy pet 300 ml;95.0;buddy pet;300 ml;2990.0;;;;;;0
L5008482;Shampoo para Perros Uso Frecuente PH Balanceado Botella Aroma Mandarina, 1000 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;1000 ml;6490.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458056a.jpg]&sink;;;Lider;;;;;;shampoo perros uso frecuente ph balanceado botella aroma mandarina 1000 ml buddy pet 1000 ml;95.0;buddy pet;1000 ml;6490.0;;;;;;0
L5008483;Shampoo para Perros Pelaje Claro con Aloe Vera Aroma Frambuesa y Papaya Botella, 300 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;300 ml;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458059a.jpg]&sink;;;Lider;;;;;;shampoo perros pelaje claro aloe vera aroma frambuesa papaya botella 300 ml buddy pet 300 ml;95.0;buddy pet;300 ml;2990.0;;;;;;0
L5008484;Shampoo para Perros Espuma Seca Aroma Granada Lata, 230 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;230 ml;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458062a.jpg]&sink;;;Lider;;;;;;shampoo perros espuma seca aroma granada lata 230 ml buddy pet 230 ml;95.0;buddy pet;230 ml;2990.0;;;;;;0
L5008485;Acondicionador para Perros Hidratante con Aceite de Coco Botella, 300 ml;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;300 ml;2990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458065a.jpg]&sink;;;Lider;;;;;;acondicionador perros hidratante aceite coco botella 300 ml buddy pet 300 ml;95.0;buddy pet;300 ml;2990.0;;;;;;0
L5008486;Snack para Perro Ahumado Medio Femur de Vacuno, 1 Un;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;1 un;6990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458068a.jpg]&sink;;;Lider;;;;;;snack perro ahumado medio femur vacuno 1 buddy pet 1;95.0;buddy pet;1 un;6990.0;;;;;;0
L5008487;Snack para Perro Ahumado Pack 2 Huesos Húmeros De Cerdos, 1 Un;no info;MAS_001;Mascotas;PE_001;Perro;buddy pet;1 un;4990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458071a.jpg]&sink;;;Lider;;;;;;snack perro ahumado pack 2 huesos húmeros cerdos 1 buddy pet 1;95.0;buddy pet;1 un;4990.0;;;;;;0
L5008488;Arena Sanitaria para Gatos Bentonita Bolsa, 9 Kg;no info;MAS_001;Mascotas;G_001;Gato;loops;9 kg;11900.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4458074a.jpg]&sink;;;Lider;;;;;;arena sanitaria gatos bentonita bolsa 9 kg loops 9 kg;95.0;loops;9 kg;11900.0;;;;;;0
L5009090;Galletas Cachorro Horneadas Raza Grande Sabor Leche Bolsa, 500 g;no info;MAS_001;Mascotas;PE_001;Perro;master dog;500 g;2890.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4460241a.jpg]&sink;;;Lider;;;;;;galletas cachorro horneadas raza grande sabor leche bolsa 500 g master dog 500 g;95.0;master dog;500 g;2890.0;;;;;;0
L5009094;Alimento Humedo Gatito Trocitos Sabor Carne y Leche Pouch, 85 g;no info;MAS_001;Mascotas;G_001;Gato;master cat;85 g;580.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4460253a.jpg]&sink;;;Lider;;;;;;alimento humedo gatito trocitos sabor carne leche pouch 85 g master cat 85 g;95.0;master cat;85 g;580.0;;;;;;0
L5009095;Snack Gato Miau Sabor Carne Bolsa, 60 g;no info;MAS_001;Mascotas;G_001;Gato;master cat;60 g;1290.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4460256a.jpg]&sink;;;Lider;;;;;;snack gato miau sabor carne bolsa 60 g master cat 60 g;95.0;master cat;60 g;1290.0;;;;;;0
L5009517;Té Gift Variedad, 64 Un;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;dilmah;64 un;11990.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4461694a.jpg]&sink;;;Lider;;;;;;té gift variedad 64 dilmah 64;95.0;dilmah;64 un;11990.0;;;;;;0
L5009994;Barra De Mani, 111 g;Postre a Base de Pasta de Maní con Cacao Libre de Gluten Clásico Mantecol, 111g;DYD_001;Desayunos y Dulces;CYC_001;Chocolates y Candy;mantecol;111 g;1450.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4463748a.jpg]&sink;;;Lider;;;;;;barra mani 111 g mantecol 111 g;95.0;mantecol;111 g;1450.0;;;;;;0
L5011183;Té Nescafé Dolce Gusto Chai Tea Latte 16 Cápsulas, 159 g;no info;DYD_001;Desayunos y Dulces;CYH_001;Café Té y Hierbas;nescafe dolce gusto;159 g;6370.0;https://images.lider.cl/wmtcl?source=url[file:/productos/4468156a.jpg]&sink;;;Lider;;;;;;té nescafé dolce gusto chai tea latte 16 cápsulas 159 g nescafe dolce gusto 159 g;95.0;nescafe dolce gusto;159 g;6370.0;;;;;;0
